title_full,title,title_slug,url,category,bias_rating,factual_reporting,country,press_freedom_rating,media_type,traffic/popularity,mbfc_credibility_rating,mbfc’s_country_freedom_rating,mbfc’s_freedom_rating,press_freedom_rank,world_press_freedom_rank,mbfc’s_country_freedom_rank,mbfc’s_country_freedom_profile,press_freedom_rating_,mbfc_country_freedom_rating,reasoning,_world_press_freedom_rank,questionable_reasoning
RealClearReligion (www.realclearreligion.org),RealClearReligion,realclearreligion,https://mediabiasfactcheck.com/realclearreligion/,right-center,,MOSTLY FACTUAL,USA,,,,,,,,USA 45/180,,,,,,,
Reason (reason.com),Reason,reason,https://mediabiasfactcheck.com/reason/,right-center,RIGHT-CENTER,HIGH,USA,,Magazine,Medium Traffic,HIGH CREDIBILITY,,,MOSTLY FREE,,,,,,,,
Richmond Times-Dispatch,Richmond Times-Dispatch,richmond-times-dispatch,https://mediabiasfactcheck.com/richmond-times-dispatch/,right-center,,HIGH,USA,,,,,,,,USA 45/180,,,,,,,
Roanoke Rapids Daily Herald (rrdailyherald.com),Roanoke Rapids Daily Herald,roanoke-rapids-daily-herald-bias,https://mediabiasfactcheck.com/roanoke-rapids-daily-herald-bias/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
Rochester Sentinel (rochsent.com),Rochester Sentinel,rochester-sentinel-bias,https://mediabiasfactcheck.com/rochester-sentinel-bias/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
RTL Nieuws (rtlnieuws.nl),RTL Nieuws,rtl-nieuws-bias,https://mediabiasfactcheck.com/rtl-nieuws-bias/,right-center,RIGHT-CENTER,HIGH,Netherlands,,TV Station,High Traffic,HIGH CREDIBILITY,,,EXCELLENT,,,,,,,,
Russellville Courier (couriernews.com),Russellville Courier,russellville-courier-bias,https://mediabiasfactcheck.com/russellville-courier-bias/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
Saint John Telegraph- Journal (tj.news/telegraph-journal/),Saint John Telegraph- Journal,saint-john-telegraph-journal-bias,https://mediabiasfactcheck.com/saint-john-telegraph-journal-bias/,right-center,RIGHT-CENTER,HIGH,Canada,MOSTLY FREE,Newspaper,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
Saint John Times-Globe (tj.news/greater-saint-john/),Saint John Times-Globe,saint-john-times-globe-bias,https://mediabiasfactcheck.com/saint-john-times-globe-bias/,right-center,RIGHT-CENTER,HIGH,Canada,MOSTLY FREE,Newspaper,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
Salem Radio Network News (www.srnnews.com),Salem Radio Network News,salem-radio-network-news-srn-news,https://mediabiasfactcheck.com/salem-radio-network-news-srn-news/,right-center,,HIGH,USA,,,,,,,,USA 45/180,,,,,,,
San Bernadino Sun (www.sbsun.com),San Bernadino Sun,san-bernardino-sun,https://mediabiasfactcheck.com/san-bernardino-sun/,right-center,,HIGH,USA,,,,,,,,USA 45/180,,,,,,,
Sanford Herald (sanfordherald.com),Sanford Herald,sanford-herald-bias,https://mediabiasfactcheck.com/sanford-herald-bias/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
Saskatoon StarPhoenix (thestarphoenix.com),Saskatoon StarPhoenix,saskatoon-starphoenix,https://mediabiasfactcheck.com/saskatoon-starphoenix/,right-center,,HIGH,Canada,,,,,,,,Canada 16/180,,,,,,,
Savannah Morning News (savannahnow.com),Savannah Morning News,savannah-morning-news,https://mediabiasfactcheck.com/savannah-morning-news/,right-center,,HIGH,USA,,,,,,,,USA 45/180,,,,,,,
Scope Ratings (scoperatings.com),Scope Ratings,scope-ratings,https://mediabiasfactcheck.com/scope-ratings/,right-center,RIGHT-CENTER,MOSTLY FACTUAL,Germany,MOSTLY FREE,Organization/Foundation,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
Searcy Daily Citizen (thedailycitizen.com),Searcy Daily Citizen,searcy-daily-citizen-bias,https://mediabiasfactcheck.com/searcy-daily-citizen-bias/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
Seeking Alpha (seekingalpha.com),Seeking Alpha,seeking-alpha-bias,https://mediabiasfactcheck.com/seeking-alpha-bias/,right-center,RIGHT-CENTER,HIGH,Israel,MODERATE FREEDOM,Website,High Traffic,HIGH CREDIBILITY,,,,,,,,,,,
Selma Times-Journal (selmatimesjournal.com),Selma Times-Journal,selma-times-journal-bias,https://mediabiasfactcheck.com/selma-times-journal-bias/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
Sevierville Mountain Press (themountainpress.com),Sevierville Mountain Press,sevierville-mountain-press-bias,https://mediabiasfactcheck.com/sevierville-mountain-press-bias/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
Shelby County Reporter (shelbycountyreporter.com),Shelby County Reporter,shelby-county-reporter-bias,https://mediabiasfactcheck.com/shelby-county-reporter-bias/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
Shelbyville News (shelbynews.com),Shelbyville News,shelbyville-news-bias,https://mediabiasfactcheck.com/shelbyville-news-bias/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
Sherwood Park News (sherwoodparknews.com),Sherwood Park News,sherwood-park-news-bias,https://mediabiasfactcheck.com/sherwood-park-news-bias/,right-center,RIGHT-CENTER,HIGH,Canada,,Newspaper,Minimal Traffic,HIGH CREDIBILITY,EXCELLENT,,,,,,,,,,
SOFREP (sofrep.com),SOFREP,sofrep,https://mediabiasfactcheck.com/sofrep/,right-center,RIGHT-CENTER,MOSTLY FACTUAL,USA (45/180 Press Freedom),,Website,Medium Traffic,HIGH CREDIBILITY,,,,,,,,,,,
SOL Newspaper (sol.sapo.pt),SOL Newspaper,sol-sun-newspaper-bias,https://mediabiasfactcheck.com/sol-sun-newspaper-bias/,right-center,RIGHT-CENTER,HIGH,Portugal,EXCELLENT,Newspaper,Medium Traffic,HIGH CREDIBILITY,,,,,,,,,,,
Southwest Daily News (southwestdailynews.com),Southwest Daily News,southwest-daily-news-bias,https://mediabiasfactcheck.com/southwest-daily-news-bias/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
Spruce Grove Examiner (sprucegroveexaminer.com),Spruce Grove Examiner,spruce-grove-examiner-bias,https://mediabiasfactcheck.com/spruce-grove-examiner-bias/,right-center,RIGHT-CENTER,HIGH,Canada,,Newspaper,Minimal Traffic,HIGH CREDIBILITY,EXCELLENT,,,,,,,,,,
St. John’s Telegram (saltwire.com/newfoundland-labrador/),St. John’s Telegram,st-johns-telegram-bias,https://mediabiasfactcheck.com/st-johns-telegram-bias/,right-center,RIGHT-CENTER,HIGH,Canada,,Newspaper,Medium Traffic,HIGH CREDIBILITY,EXCELLENT,,,,,,,,,,
St. Joseph Herald-Palladium (heraldpalladium.com),St. Joseph Herald-Palladium,st-joseph-herald-palladium-bias,https://mediabiasfactcheck.com/st-joseph-herald-palladium-bias/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
"St. Paul Pioneer Press (www.twincities.com)
",St. Paul Pioneer Press,st-paul-pioneer-press,https://mediabiasfactcheck.com/st-paul-pioneer-press/,right-center,RIGHT-CENTER,HIGH,USA,,Newspaper,Medium Traffic,HIGH CREDIBILITY,MOSTLY FREE,,,,,,,,,,
Stanford Interior Journal (theinteriorjournal.com),Stanford Interior Journal,stanford-interior-journal-bias,https://mediabiasfactcheck.com/stanford-interior-journal-bias/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
Stony Plain Reporter (stonyplainreporter.com),Stony Plain Reporter,stony-plain-reporter-bias,https://mediabiasfactcheck.com/stony-plain-reporter-bias/,right-center,RIGHT-CENTER,HIGH,Canada,,Newspaper,Minimal Traffic,HIGH CREDIBILITY,EXCELLENT,,,,,,,,,,
"Tablet Magazine (www.tabletmag.com)
",Tablet Magazine,tablet-magazine,https://mediabiasfactcheck.com/tablet-magazine/,right-center,RIGHT-CENTER,MOSTLY FACTUAL,USA,,Magazine,Medium Traffic,HIGH CREDIBILITY,,,,,MOSTLY FREE,,,,,,
Tallapoosa Journal – (times-georgian.com/tallapoosa_journal/),Tallapoosa Journal –,tallapoosa-journal-bias,https://mediabiasfactcheck.com/tallapoosa-journal-bias/,right-center,RIGHT-CENTER,HIGH,USA,,Newspaper,Minimal Traffic,HIGH CREDIBILITY,MOSTLY FREE,,,,,,,,,,
Tallassee Tribune (tallasseetribune.com),Tallassee Tribune,tallassee-tribune-bias,https://mediabiasfactcheck.com/tallassee-tribune-bias/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
Tax Foundation (taxfoundation.org),Tax Foundation,tax-foundation,https://mediabiasfactcheck.com/tax-foundation/,right-center,RIGHT-CENTER,HIGH,USA,,Organization/Foundation,Medium Traffic,HIGH CREDIBILITY,,,,,MOSTLY FREE,,,,,,
Tharawat Magazine (www.tharawat-magazine.com),Tharawat Magazine,tharawat-magazine,https://mediabiasfactcheck.com/tharawat-magazine/,right-center,RIGHT-CENTER,HIGH,United Arab Emirates,,Magazine,Minimal Traffic,MEDIUM CREDIBILITY,LIMITED FREEDOM,,,,,,,,,,
The Algemeiner Journal (www.algemeiner.com),The Algemeiner Journal,the-algemeiner-journal,https://mediabiasfactcheck.com/the-algemeiner-journal/,right-center,RIGHT-CENTER,HIGH,USA,,Website,Medium Traffic,HIGH CREDIBILITY,MOSTLY FREE,,,,,,,,,,
The American Conservative (www.theamericanconservative.com),The American Conservative,the-american-conservative,https://mediabiasfactcheck.com/the-american-conservative/,right-center,RIGHT-CENTER,MOSTLY FACTUAL,USA,,Magazine,Medium Traffic,HIGH CREDIBILITY,,,MOSTLY FREE,,,,,,,,
The Australian (www.theaustralian.com.au),The Australian,the-australian,https://mediabiasfactcheck.com/the-australian/,right-center,RIGHT-CENTER,MIXED,Australia,,Newspaper,High Traffic,MEDIUM CREDIBILITY,,,MOSTLY FREE,,,,,,,,
The Birmingham News (al.com/birmingham/),The Birmingham News,the-birmingham-news-bias,https://mediabiasfactcheck.com/the-birmingham-news-bias/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,High Traffic,HIGH CREDIBILITY,,,,,,,,,,,
The Brunswick News (https://thebrunswicknews.com),The Brunswick News,the-brunswick-news,https://mediabiasfactcheck.com/the-brunswick-news/,right-center,RIGHT-CENTER,HIGH,USA,,Newspaper,Medium Traffic,HIGH CREDIBILITY,,,MOSTLY FREE,,,,,,,,
The Bulwark (https://thebulwark.com/),The Bulwark,the-bulwark,https://mediabiasfactcheck.com/the-bulwark/,right-center,RIGHT-CENTER,HIGH,USA,,Website,Medium Traffic,HIGH CREDIBILITY,,,MOSTLY FREE,,,,,,,,
The Chattanoogan (chattanoogan.com),The Chattanoogan,the-chattanoogan-bias,https://mediabiasfactcheck.com/the-chattanoogan-bias/,right-center,RIGHT-CENTER,MOSTLY FACTUAL,USA,MOSTLY FREE,Website,Medium Traffic,HIGH CREDIBILITY,,,,,,,,,,,
The Chosun Ilbo (english.chosun.com),The Chosun Ilbo,the-chosun-ilbo,https://mediabiasfactcheck.com/the-chosun-ilbo/,right-center,RIGHT-CENTER,MIXED,South Korea,MOSTLY FREE,Newspaper,High Traffic,MEDIUM CREDIBILITY,,,,,,,,,,,
The Chronicle Herald (thechronicleherald.ca),The Chronicle Herald,the-chronicle-herald,https://mediabiasfactcheck.com/the-chronicle-herald/,right-center,RIGHT-CENTER,HIGH,Canada,,Newspaper,Medium Traffic,HIGH CREDIBILITY,EXCELLENT,,,,,,,,,,
The Citizen,The Citizen,the-citizen-south-africa,https://mediabiasfactcheck.com/the-citizen-south-africa/,right-center,RIGHT-CENTER,HIGH,South Africa,,Newspaper,Medium Traffic,HIGH CREDIBILITY,,,MOSTLY FREE,,,,,,,,
The Courier Mail (www.couriermail.com.au),The Courier Mail,the-courier-mail,https://mediabiasfactcheck.com/the-courier-mail/,right-center,RIGHT-CENTER,HIGH,Australia,MOSTLY FREE,Newspaper,Medium Traffic,HIGH CREDIBILITY,,,,,,,,,,,
The Dickinson Press (thedickinsonpress.com),The Dickinson Press,the-dickinson-press-bias,https://mediabiasfactcheck.com/the-dickinson-press-bias/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
The Dispatch (thedispatch.com),The Dispatch,the-dispatch,https://mediabiasfactcheck.com/the-dispatch/,right-center,RIGHT-CENTER,HIGH,USA,,Website,Medium Traffic,HIGH CREDIBILITY,,,MOSTLY FREE,,,,,,,,
The Durango Herald (durangoherald.com),The Durango Herald,the-durango-herald,https://mediabiasfactcheck.com/the-durango-herald/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Medium Traffic,HIGH CREDIBILITY,,,,,,,,,,,
The Elkhart Truth,The Elkhart Truth,the-elkhart-truth,https://mediabiasfactcheck.com/the-elkhart-truth/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
The Fiscal Times (www.thefiscaltimes.com),The Fiscal Times,the-fiscal-times,https://mediabiasfactcheck.com/the-fiscal-times/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Website,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
The Gazette (Cedar Rapids) (www.thegazette.com),The Gazette,the-gazette-cedar-rapids,https://mediabiasfactcheck.com/the-gazette-cedar-rapids/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Medium Traffic,HIGH CREDIBILITY,,,,,,,,,,,
The Globe and Mail (Toronto) (www.theglobeandmail.com),The Globe and Mail,the-globe-and-mail,https://mediabiasfactcheck.com/the-globe-and-mail/,right-center,RIGHT-CENTER,HIGH,Canada,,Newspaper,High Traffic,HIGH CREDIBILITY,,,MOSTLY FREE,,,,,,,,
The Graphic Leader (thegraphicleader.com),The Graphic Leader,the-graphic-leader,https://mediabiasfactcheck.com/the-graphic-leader/,right-center,RIGHT-CENTER,HIGH,Canada,,Newspaper,Minimal Traffic,HIGH CREDIBILITY,EXCELLENT,,,,,,,,,,
The Independent Institute (www.independent.org),The Independent Institute,the-independent-review,https://mediabiasfactcheck.com/the-independent-review/,right-center,RIGHT-CENTER,MOSTLY FACTUAL,USA,MOSTLY FREE,Organization/Foundation,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
The Japan News (the-japan-news.com),The Japan News,the-japan-news,https://mediabiasfactcheck.com/the-japan-news/,right-center,RIGHT-CENTER,HIGH,Japan,,Newspaper,Medium Traffic,HIGH CREDIBILITY,MOSTLY FREE,,,,,,,,,,
The Jerusalem Report,The Jerusalem Report,the-jerusalem-report,https://mediabiasfactcheck.com/the-jerusalem-report/,right-center,RIGHT-CENTER,HIGH,Israel,,Magazine,High Traffic,HIGH CREDIBILITY,,,MODERATE FREEDOM,,,,,,,,
The Jewish Press (www.jewishpress.com),The Jewish Press,the-jewish-press,https://mediabiasfactcheck.com/the-jewish-press/,right-center,RIGHT-CENTER,HIGH,USA,,Newspaper,Medium Traffic,HIGH CREDIBILITY,,,MOSTLY FACTUAL,,,,,,,,
The Journal (West Virginia) (journal-news.net),The Journal,the-journal-west-virginia,https://mediabiasfactcheck.com/the-journal-west-virginia/,right-center,,HIGH,USA,,,,,,,,USA 45/180,,,,,,,
The Libertarian Republic (thelibertarianrepublic.com),The Libertarian Republic,the-libertarian-republic,https://mediabiasfactcheck.com/the-libertarian-republic/,right-center,RIGHT-CENTER,MOSTLY FACTUAL,USA,MOSTLY FREE,Website,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
The Nation Pakistan (nation.com.pk),The Nation Pakistan,the-nation-pakistan,https://mediabiasfactcheck.com/the-nation-pakistan/,right-center,RIGHT-CENTER,MIXED,Pakistan,,Newspaper,Medium Traffic,MEDIUM CREDIBILITY,,,LIMITED FREEDOM,,,,,,,,
The New Atlantis (www.thenewatlantis.com),The New Atlantis,the-new-atlantis,https://mediabiasfactcheck.com/the-new-atlantis/,right-center,RIGHT-CENTER,HIGH,USA,,Journal,Minimal Traffic,HIGH CREDIBILITY,,,MOSTLY FREE,,,,,,,,
"The News International (www.thenews.com.pk)
",The News International,the-news-international,https://mediabiasfactcheck.com/the-news-international/,right-center,RIGHT-CENTER,MIXED,Pakistan,LIMITED FREEDOM,Newspaper,High Traffic,MEDIUM CREDIBILITY,,,,,,,,,,,
The News (New Glasgow) (saltwire.com/nova-scotia/),The News,the-news-new-glasgow-bias,https://mediabiasfactcheck.com/the-news-new-glasgow-bias/,right-center,RIGHT-CENTER,HIGH,Canada,,Newspaper,Medium Traffic,HIGH CREDIBILITY,EXCELLENT FREEDOM,,,,,,,,,,
The Objective Standard (www.theobjectivestandard.com),The Objective Standard,the-objective-standard,https://mediabiasfactcheck.com/the-objective-standard/,right-center,RIGHT-CENTER,HIGH,USA,,Website,Minimal Traffic,HIGH CREDIBILITY,,,MOSTLY FREE,,,,,,,,
The Oklahoman (www.oklahoman.com),The Oklahoman,the-oklahoman,https://mediabiasfactcheck.com/the-oklahoman/,right-center,RIGHT-CENTER,HIGH,USA,,Newspaper,Medium Traffic,HIGH CREDIBILITY,,,MOSTLY FREE,,,,,,,,
"The Pantagraph (www.pantagraph.com)
",The Pantagraph,the-pantagraph,https://mediabiasfactcheck.com/the-pantagraph/,right-center,RIGHT-CENTER,HIGH,USA,,Newspaper,Medium Traffic,HIGH CREDIBILITY,,,MOSTLY FREE,,,,,,,,
"The Post-Journal (Jamestown, New York) (post-journal.com)",The Post-Journal,the-post-journal-jamestown-new-york,https://mediabiasfactcheck.com/the-post-journal-jamestown-new-york/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Medium Traffic,HIGH CREDIBILITY,,,,,,,,,,,
The Press-Enterprise (www.pe.com),The Press-Enterprise,the-press-enterprise,https://mediabiasfactcheck.com/the-press-enterprise/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Medium Traffic,HIGH CREDIBILITY,,,,,,,,,,,
The Seymour Tribune (tribtown.com),The Seymour Tribune,the-seymour-tribune-bias,https://mediabiasfactcheck.com/the-seymour-tribune-bias/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Medium Traffic,HIGH CREDIBILITY,,,,,,,,,,,
The Spectator (uk) (www.spectator.co.uk),The Spectator,the-spectator-uk,https://mediabiasfactcheck.com/the-spectator-uk/,right-center,RIGHT-CENTER,MOSTLY FACTUAL,United Kingdom,,Magazine,Medium Traffic,HIGH CREDIBILITY,,,MOSTLY FREE,,,,,,,,
The Spectator (USA) (spectator.us),The Spectator,the-spectator-usa,https://mediabiasfactcheck.com/the-spectator-usa/,right-center,RIGHT-CENTER,MOSTLY FACTUAL,USA,,Website,Medium Traffic,HIGH CREDIBILITY,,,MOSTLY FREE,,,,,,,,
The Spectator World (spectatorworld.com),The Spectator World,the-spectator-world-bias,https://mediabiasfactcheck.com/the-spectator-world-bias/,right-center,RIGHT-CENTER,MOSTLY FACTUAL,United Kingdom,MOSTLY FREE,Magazine,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
The Standard (Kenya) (standardmedia.co.ke),The Standard,the-standard-kenya,https://mediabiasfactcheck.com/the-standard-kenya/,right-center,RIGHT-CENTER,MIXED,Kenya,,Newspaper,High Traffic,MEDIUM CREDIBILITY,MODERATE FREEDOM,,,,,,,,,,
The Straits Times (www.straitstimes.com),The Straits Times,the-straits-times,https://mediabiasfactcheck.com/the-straits-times/,right-center,RIGHT-CENTER,MOSTLY FACTUAL,Singapore,,Newspaper,High Traffic,HIGH CREDIBILITY,,,LIMITED FREEDOM,,,,,,,,
TheStreet (thestreet.com),TheStreet,thestreet,https://mediabiasfactcheck.com/thestreet/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Website,High Traffic,HIGH CREDIBILITY,,,,,,,,,,,
The Sumter Item (www.theitem.com),The Sumter Item,the-sumter-item,https://mediabiasfactcheck.com/the-sumter-item/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
The Times Herald (Port Huron) (www.thetimesherald.com),The Times Herald,the-times-herald-port-huron,https://mediabiasfactcheck.com/the-times-herald-port-huron/,right-center,RIGHT-CENTER,HIGH,USA,,Newspaper,Medium Traffic,HIGH CREDIBILITY,,,MOSTLY FREE,,,,,,,,
The Times of India (timesofindia.indiatimes.com),The Times of India,times-of-india,https://mediabiasfactcheck.com/times-of-india/,right-center,RIGHT-CENTER,MIXED,India,,Newspaper,High Traffic,MEDIUM CREDIBILITY,MODERATE FREEDOM,,,,,,,,,,
The Times UK and Sunday Times (www.thetimes.co.uk),The Times UK and Sunday Times,the-times-of-london,https://mediabiasfactcheck.com/the-times-of-london/,right-center,RIGHT-CENTER,HIGH,United Kingdom,,Newspaper,High Traffic,HIGH CREDIBILITY,,,MOSTLY FREE,,,,,,,,
The Tribune (India) (tribuneindia.com),The Tribune,the-tribune-india-bias,https://mediabiasfactcheck.com/the-tribune-india-bias/,right-center,RIGHT-CENTER,MIXED,India,,Newspaper,High Traffic,MEDIUM CREDIBILITY,MODERATE FREEDOM,,,,,,,,,,
The Washington Institute for Near East Policy (www.washingtoninstitute.org),The Washington Institute for Near East Policy,washington-institute-for-near-east-policy,https://mediabiasfactcheck.com/washington-institute-for-near-east-policy/,right-center,RIGHT-CENTER,MIXED,USA,,Organization/Foundation,Medium Traffic,MEDIUM CREDIBILITY,,,MOSTLY FREE,,,,,,,,
The West Australian (thewest.com.au),The West Australian,the-west-australian,https://mediabiasfactcheck.com/the-west-australian/,right-center,RIGHT-CENTER,HIGH,Australia,,Newspaper,Medium Traffic,HIGH CREDIBILITY,,,MOSTLY FREE,,,,,,,,
The Winchester Star,The Winchester Star,the-winchester-star,https://mediabiasfactcheck.com/the-winchester-star/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
The Yomiuri Shimbun (yomiuri.co.jp),The Yomiuri Shimbun,the-yomiuri-shimbun,https://mediabiasfactcheck.com/the-yomiuri-shimbun/,right-center,RIGHT-CENTER,HIGH,Japan,,Newspaper,High Traffic,HIGH CREDIBILITY,MOSTLY FREE,,,,,,,,,,
Times-Georgian (times-georgian.com),Times-Georgian,times-georgian-bias,https://mediabiasfactcheck.com/times-georgian-bias/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
Times News (Pennsylvania) (www.tnonline.com),Times News,times-news-pennsylvania,https://mediabiasfactcheck.com/times-news-pennsylvania/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Medium Traffic,HIGH CREDIBILITY,,,,,,,,,,,
Times of South Africa (www.timeslive.co.za),Times of South Africa,times-of-south-africa-times-live,https://mediabiasfactcheck.com/times-of-south-africa-times-live/,right-center,RIGHT-CENTER,MOSTLY FACTUAL,South Africa,MOSTLY FREE,Newspaper,High Traffic,HIGH CREDIBILITY,,,,,,,,,,,
TND – The National Desk (thenationaldesk.com),TND – The National Desk,tnd-the-national-news-desk-bias,https://mediabiasfactcheck.com/tnd-the-national-news-desk-bias/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,TV Station/Website,Medium Traffic,HIGH CREDIBILITY,,,,,,,,,,,
Toledo Blade (www.toledoblade.com),Toledo Blade,toledo-blade,https://mediabiasfactcheck.com/toledo-blade/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Medium Traffic,HIGH CREDIBILITY,,,,,,,,,,,
To Vima (tovima.gr),To Vima,to-vima,https://mediabiasfactcheck.com/to-vima/,right-center,RIGHT-CENTER,MIXED,Greece,LIMITED FREEDOM,Newspaper,High Traffic,MEDIUM CREDIBILITY,,,,,,,,,,,
Transparent California (transparentcalifornia.com),Transparent California,transparent-california,https://mediabiasfactcheck.com/transparent-california/,right-center,RIGHT-CENTER,MOSTLY FACTUAL,USA,MOSTLY FREE,Organization/Foundation,Medium Traffic,HIGH CREDIBILITY,,,,,,,,,,,
TRIBUNnews.com,TRIBUNnews.com,tribunnews-com,https://mediabiasfactcheck.com/tribunnews-com/,right-center,RIGHT-CENTER,MIXED,Indonesia,LIMITED FREEDOM,Website,High Traffic,MEDIUM CREDIBILITY,,,,,,,,,,,
Tri-County Vanguard (saltwire.com/nova-scotia/),Tri-County Vanguard,tri-county-vanguard-bias,https://mediabiasfactcheck.com/tri-county-vanguard-bias/,right-center,RIGHT-CENTER,HIGH,Canada,,Newspaper,Medium Traffic,HIGH CREDIBILITY,EXCELLENT FREEDOM,,,,,,,,,,
Troy Messenger (troymessenger.com),Troy Messenger,troy-messenger-bias,https://mediabiasfactcheck.com/troy-messenger-bias/,right-center,RIGHT-CENTER,HIGH,USA,MOSTLY FREE,Newspaper,Minimal Traffic,HIGH CREDIBILITY,,,,,,,,,,,
Truro Daily News (saltwire.com/nova-scotia/),Truro Daily News,truro-daily-news-bias,https://mediabiasfactcheck.com/truro-daily-news-bias/,right-center,RIGHT-CENTER,HIGH,Canada,,Newspaper,Minimal Traffic,HIGH CREDIBILITY,EXCELLENT FREEDOM,,,,,,,,,,
Tulsa World,Tulsa World,tulsa-world,https://mediabiasfactcheck.com/tulsa-world/,right-center,RIGHT-CENTER,HIGH,USA,,Newspaper,Medium Traffic,HIGH CREDIBILITY,,,MOSTLY FREE,,,,,,,,
Tyler Morning Telegraph (tylerpaper.com),Tyler Morning Telegraph,tyler-morning-telegraph-bias,https://mediabiasfactcheck.com/tyler-morning-telegraph-bias/,right-center,RIGHT-CENTER,HIGH,USA,,Newspaper,Medium Traffic,HIGH CREDIBILITY,,,MOSTLY FREE,,,,,,,,
Unherd (unherd.com),Unherd,unherd-bias,https://mediabiasfactcheck.com/unherd-bias/,right-center,RIGHT-CENTER,MOSTLY FACTUAL,United States,MOSTLY FREE,Website,High Traffic,HIGH CREDIBILITY,,,,,,,,,,,
Valley Journal Advertiser (saltwire.com/memberships-annapolis-valley-register-valley-journal-advertiser/),Valley Journal Advertiser,valley-journal-advertiser-bias,https://mediabiasfactcheck.com/valley-journal-advertiser-bias/,right-center,RIGHT-CENTER,HIGH,Canada,,Newspaper,Medium Traffic,HIGH CREDIBILITY,EXCELLENT FREEDOM,,,,,,,,,,
ValueWalk (www.valuewalk.com),ValueWalk,valuewalk,https://mediabiasfactcheck.com/valuewalk/,right-center,RIGHT-CENTER,MOSTLY FACTUAL,USA,,Website,Medium Traffic,HIGH CREDIBILITY,,,MOSTLY FREE,,,,,,,,
